participant_code,consent,generation,session_code,session_label,treatment_appeal,example_color,chain_code,selected_feedback_index,selected_feedback_message,selected_feedback_grid_state,selected_feedback_author,selected_feedback_score,feedback_message,feedback_score,feedback_grid_state,birthyear,gender,period,revenue,cost,points,plants_treated,grid_state,period_in_chain,num_plants_fed,selected_feedback_grid_state_flatten,grid_state_flatten,feedback_grid_state_flatten,net_payoff,generation_c
wku5pf0g,1,3,pnyrm6a9,p_ha1g3,high_appeal,blue,5171koccj_7p2nvof4H,2,The field yields a higher output when you mix colours. (red + blue = purple). Do not repeat patterns. (If the shape is orange first use 1 yellow + 1 red; the second orange shape use 2 yellow + 1 red; third use 1 yellow + 2 red). You can leave the primary colours blank in order to allow you more colour patterns.,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":2},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":2,""yellow"":0,""red"":1},{""blue"":0,""yellow"":2,""red"":1}]]",c5vrvl5a,526,"The field yields a higher output when you mix the colours to make the colour of the plant, e.g. blue + red for a purple plant, red and yellow for orange plant etc. You can leave the primary coloured plants plain to enable you to use more nutrients for mixing.",699,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":2},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1999,Female,4,695,98,597,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",16,9,100-101-110-000-012-000-011-201-021,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-012-101-011,694,2
wku5pf0g,1,3,pnyrm6a9,p_ha1g3,high_appeal,blue,5171koccj_7p2nvof4H,2,The field yields a higher output when you mix colours. (red + blue = purple). Do not repeat patterns. (If the shape is orange first use 1 yellow + 1 red; the second orange shape use 2 yellow + 1 red; third use 1 yellow + 2 red). You can leave the primary colours blank in order to allow you more colour patterns.,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":2},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":2,""yellow"":0,""red"":1},{""blue"":0,""yellow"":2,""red"":1}]]",c5vrvl5a,526,"The field yields a higher output when you mix the colours to make the colour of the plant, e.g. blue + red for a purple plant, red and yellow for orange plant etc. You can leave the primary coloured plants plain to enable you to use more nutrients for mixing.",699,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":2},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1999,Female,5,654,104,550,7,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":2},{""blue"":2,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":2,""red"":1}]]",17,7,100-101-110-000-012-000-011-201-021,000-102-210-000-011-010-011-101-021,100-101-110-001-011-010-012-101-011,528,2
wku5pf0g,1,3,pnyrm6a9,p_ha1g3,high_appeal,blue,5171koccj_7p2nvof4H,2,The field yields a higher output when you mix colours. (red + blue = purple). Do not repeat patterns. (If the shape is orange first use 1 yellow + 1 red; the second orange shape use 2 yellow + 1 red; third use 1 yellow + 2 red). You can leave the primary colours blank in order to allow you more colour patterns.,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":2},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":2,""yellow"":0,""red"":1},{""blue"":0,""yellow"":2,""red"":1}]]",c5vrvl5a,526,"The field yields a higher output when you mix the colours to make the colour of the plant, e.g. blue + red for a purple plant, red and yellow for orange plant etc. You can leave the primary coloured plants plain to enable you to use more nutrients for mixing.",699,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":2},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1999,Female,6,807,108,699,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":2},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",18,9,100-101-110-000-012-000-011-201-021,100-101-110-001-011-010-012-101-011,100-101-110-001-011-010-012-101-011,684,2
2ju4666f,1,3,pnyrm6a9,p_ha1g3,high_appeal,red,9xzdo10lx_7p2nvof4H,2,"The field yields a higher output when the colour nutrients that are selected correspond to the colour plant e.g. for an orange plant, I selected one red and one yellow (= orange). However, this seemed to yield higher scores at the beginning of the experiment and decreased as the rounds progressed. For the final 2 rounds, I selected the nutrients completely randomly (but different to previous selections) and yielded the highest results.","[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",iztrh4bm,789,"The field yields a higher output when you match up the colours. I found it best to use as many of the nutrients as needed, when I used all of them I found my score dropped. I started with this technique, tried a different one for a few trials in the middle but then returned to this technique for my final two trials and found it produced the best result. I tried a more random technique in the middle using less of the nutrients (usually one per plant).",776,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1995,Female,1,751,100,651,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",13,9,101-100-111-110-000-011-110-110-110,200-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,692,2
2ju4666f,1,3,pnyrm6a9,p_ha1g3,high_appeal,red,9xzdo10lx_7p2nvof4H,2,"The field yields a higher output when the colour nutrients that are selected correspond to the colour plant e.g. for an orange plant, I selected one red and one yellow (= orange). However, this seemed to yield higher scores at the beginning of the experiment and decreased as the rounds progressed. For the final 2 rounds, I selected the nutrients completely randomly (but different to previous selections) and yielded the highest results.","[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",iztrh4bm,789,"The field yields a higher output when you match up the colours. I found it best to use as many of the nutrients as needed, when I used all of them I found my score dropped. I started with this technique, tried a different one for a few trials in the middle but then returned to this technique for my final two trials and found it produced the best result. I tried a more random technique in the middle using less of the nutrients (usually one per plant).",776,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1995,Female,2,778,76,702,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",14,9,101-100-111-110-000-011-110-110-110,200-100-100-002-010-020-001-001-001,100-101-110-001-011-010-011-101-011,716,2
2ju4666f,1,3,pnyrm6a9,p_ha1g3,high_appeal,red,9xzdo10lx_7p2nvof4H,2,"The field yields a higher output when the colour nutrients that are selected correspond to the colour plant e.g. for an orange plant, I selected one red and one yellow (= orange). However, this seemed to yield higher scores at the beginning of the experiment and decreased as the rounds progressed. For the final 2 rounds, I selected the nutrients completely randomly (but different to previous selections) and yielded the highest results.","[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",iztrh4bm,789,"The field yields a higher output when you match up the colours. I found it best to use as many of the nutrients as needed, when I used all of them I found my score dropped. I started with this technique, tried a different one for a few trials in the middle but then returned to this technique for my final two trials and found it produced the best result. I tried a more random technique in the middle using less of the nutrients (usually one per plant).",776,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1995,Female,3,674,84,590,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":0}]]",15,9,101-100-111-110-000-011-110-110-110,200-001-010-002-001-020-010-001-010,100-101-110-001-011-010-011-101-011,708,2
2ju4666f,1,3,pnyrm6a9,p_ha1g3,high_appeal,red,9xzdo10lx_7p2nvof4H,2,"The field yields a higher output when the colour nutrients that are selected correspond to the colour plant e.g. for an orange plant, I selected one red and one yellow (= orange). However, this seemed to yield higher scores at the beginning of the experiment and decreased as the rounds progressed. For the final 2 rounds, I selected the nutrients completely randomly (but different to previous selections) and yielded the highest results.","[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",iztrh4bm,789,"The field yields a higher output when you match up the colours. I found it best to use as many of the nutrients as needed, when I used all of them I found my score dropped. I started with this technique, tried a different one for a few trials in the middle but then returned to this technique for my final two trials and found it produced the best result. I tried a more random technique in the middle using less of the nutrients (usually one per plant).",776,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1995,Female,4,726,98,628,9,"[[{""blue"":0,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",16,9,101-100-111-110-000-011-110-110-110,001-101-110-010-011-100-011-101-011,100-101-110-001-011-010-011-101-011,694,2
2ju4666f,1,3,pnyrm6a9,p_ha1g3,high_appeal,red,9xzdo10lx_7p2nvof4H,2,"The field yields a higher output when the colour nutrients that are selected correspond to the colour plant e.g. for an orange plant, I selected one red and one yellow (= orange). However, this seemed to yield higher scores at the beginning of the experiment and decreased as the rounds progressed. For the final 2 rounds, I selected the nutrients completely randomly (but different to previous selections) and yielded the highest results.","[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",iztrh4bm,789,"The field yields a higher output when you match up the colours. I found it best to use as many of the nutrients as needed, when I used all of them I found my score dropped. I started with this technique, tried a different one for a few trials in the middle but then returned to this technique for my final two trials and found it produced the best result. I tried a more random technique in the middle using less of the nutrients (usually one per plant).",776,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1995,Female,5,842,96,746,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",17,9,101-100-111-110-000-011-110-110-110,100-201-110-010-011-010-011-101-011,100-101-110-001-011-010-011-101-011,696,2
2ju4666f,1,3,pnyrm6a9,p_ha1g3,high_appeal,red,9xzdo10lx_7p2nvof4H,2,"The field yields a higher output when the colour nutrients that are selected correspond to the colour plant e.g. for an orange plant, I selected one red and one yellow (= orange). However, this seemed to yield higher scores at the beginning of the experiment and decreased as the rounds progressed. For the final 2 rounds, I selected the nutrients completely randomly (but different to previous selections) and yielded the highest results.","[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",iztrh4bm,789,"The field yields a higher output when you match up the colours. I found it best to use as many of the nutrients as needed, when I used all of them I found my score dropped. I started with this technique, tried a different one for a few trials in the middle but then returned to this technique for my final two trials and found it produced the best result. I tried a more random technique in the middle using less of the nutrients (usually one per plant).",776,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1995,Female,6,874,98,776,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",18,9,101-100-111-110-000-011-110-110-110,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011,694,2
s9eq7zdd,1,3,pnyrm6a9,p_ha1g3,high_appeal,blue,9xzdo10lx_7p2nvof4H,2,"The field yields a higher output when the colour nutrients that are selected correspond to the colour plant e.g. for an orange plant, I selected one red and one yellow (= orange). However, this seemed to yield higher scores at the beginning of the experiment and decreased as the rounds progressed. For the final 2 rounds, I selected the nutrients completely randomly (but different to previous selections) and yielded the highest results.","[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",iztrh4bm,789,The field yields a higher output when you choose the vials that form the colour of the shape. This is quite a general rule though as I tried to work out whether randomly selecting or selecting colours due to the number of vertices had an impact and I couldn't see a very strong correlation of score with anything. I would say just select randomly.,519,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1999,Other,1,732,98,634,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",13,9,101-100-111-110-000-011-110-110-110,100-101-110-001-011-010-011-101-011,100-101-110-002-011-010-011-101-011,694,2
s9eq7zdd,1,3,pnyrm6a9,p_ha1g3,high_appeal,blue,9xzdo10lx_7p2nvof4H,2,"The field yields a higher output when the colour nutrients that are selected correspond to the colour plant e.g. for an orange plant, I selected one red and one yellow (= orange). However, this seemed to yield higher scores at the beginning of the experiment and decreased as the rounds progressed. For the final 2 rounds, I selected the nutrients completely randomly (but different to previous selections) and yielded the highest results.","[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",iztrh4bm,789,The field yields a higher output when you choose the vials that form the colour of the shape. This is quite a general rule though as I tried to work out whether randomly selecting or selecting colours due to the number of vertices had an impact and I couldn't see a very strong correlation of score with anything. I would say just select randomly.,519,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1999,Other,2,668,80,588,8,"[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",14,8,101-100-111-110-000-011-110-110-110,101-100-111-110-000-011-110-110-110,100-101-110-002-011-010-011-101-011,632,2
s9eq7zdd,1,3,pnyrm6a9,p_ha1g3,high_appeal,blue,9xzdo10lx_7p2nvof4H,2,"The field yields a higher output when the colour nutrients that are selected correspond to the colour plant e.g. for an orange plant, I selected one red and one yellow (= orange). However, this seemed to yield higher scores at the beginning of the experiment and decreased as the rounds progressed. For the final 2 rounds, I selected the nutrients completely randomly (but different to previous selections) and yielded the highest results.","[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",iztrh4bm,789,The field yields a higher output when you choose the vials that form the colour of the shape. This is quite a general rule though as I tried to work out whether randomly selecting or selecting colours due to the number of vertices had an impact and I couldn't see a very strong correlation of score with anything. I would say just select randomly.,519,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1999,Other,3,744,108,636,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",15,9,101-100-111-110-000-011-110-110-110,100-101-110-002-011-010-011-101-011,100-101-110-002-011-010-011-101-011,684,2
s9eq7zdd,1,3,pnyrm6a9,p_ha1g3,high_appeal,blue,9xzdo10lx_7p2nvof4H,2,"The field yields a higher output when the colour nutrients that are selected correspond to the colour plant e.g. for an orange plant, I selected one red and one yellow (= orange). However, this seemed to yield higher scores at the beginning of the experiment and decreased as the rounds progressed. For the final 2 rounds, I selected the nutrients completely randomly (but different to previous selections) and yielded the highest results.","[[{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":0}]]",iztrh4bm,789,The field yields a higher output when you choose the vials that form the colour of the shape. This is quite a general rule though as I tried to work out whether randomly selecting or selecting colours due to the number of vertices had an impact and I couldn't see a very strong correlation of score with anything. I would say just select randomly.,519,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1999,Other,4,640,88,552,7,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":1,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":1},{""blue"":0,""yellow"":0,""red"":1}],[{""blue"":1,""yellow"":1,""red"":1},{""blue"":1,""yellow"":1,""red"":0},{""blue"":1,""yellow"":1,""red"":1}]]",16,7,101-100-111-110-000-011-110-110-110,000-110-000-110-111-001-111-110-111,100-101-110-002-011-010-011-101-011,544,2
