participant_code,chain_code,generation,treatment_appeal,feedback_message,mix_and_match,mismatch,color_based,shape_based,spread,mix_nutrients,pure_nutrients,spatial,useall,time,blue_prioritize,yellow_prioritize,red_prioritize,less_per_plant,more_per_plant,variation,other,noinfo
278yfa30,cjhc3hy5j_7p2nvof4H,2,high_appeal,The field yields a higher output when the nutrients selected combine to make the colour of the flower.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xhs8n19y,cjhc3hy5j_7p2nvof4H,2,high_appeal,The field yields a higher output when you  nuture youre plants with the right colour,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7kf7hptj,cjhc3hy5j_7p2nvof4H,2,high_appeal,The field yields a higher output when you use 2 of the same colour that makes up the colour of the flower. Eg. 2 blues for a purple flower instead of 1 blue and 1 red or 2 reds for an orange flower instead of 1 yellow and 1 red. The flowers that cannot be made from 2 colours just need 1 colour adding eg. 1 red for a red flower,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2j2xu8uy,dtxsgs3aj_7p2nvof4H,2,high_appeal,The field yields a higher output when a primary colour has higher amounts of that colour added to it and when the colours that mix to form the shapes colour are added (e.g. yellow and blue added when the shape is green),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
murvxzsb,dtxsgs3aj_7p2nvof4H,2,high_appeal,The field yields a higher output when you spread out your nutrients. Stacking them resulted in a low score while the scores remained similar when they were spread. Similar scores were achieved regardless of whether the nutrients added up to make the center colour. (e.g 1 red + 1 blue = purple),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ualh3uhk,dtxsgs3aj_7p2nvof4H,2,high_appeal,"The field yields a higher output when providing nutrients of the same color. When it comes to mixtures, see below: purple = (red + blue nutrients), green = (blue + yellow), orange = (red + yellow)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8czutm6l,fcb7bmvvh_7p2nvof4H,2,high_appeal,"The field yields a higher output when adding nutrients that make up the the plant (blue for blue, yellow and red for orange), and when choosing the nutrient in order of top first (blue first, yellow, then red) for each plant while going in rows.",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
onia69w8,fcb7bmvvh_7p2nvof4H,2,high_appeal,The field yields a higher output when patterns are established. based on colours- using the primary colours and seeing what can be made. patterns can be established through repetition.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wi801in8,fcb7bmvvh_7p2nvof4H,2,high_appeal,The field yields a higher output when the nutrients selected match the plant colour or can be mixed to create the plant colour,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pdxqcch7,mjmtlhqc2_7p2nvof4H,2,high_appeal,"The field yields a higher output when the nutrient inputted generally match up to the colours used to make the colour matching the plant so red and yellow make orange so I would try get some of the orange plants with those nutrients. The same applied to purple and green though with orange sometimes I would put just yellow or red and increase colours elsewhere to see if that gave greater rewards, for the most part it did",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ue70znuj,mjmtlhqc2_7p2nvof4H,2,high_appeal,"The field yields a higher output when blue is given 1 feed, purple is given blue and red which makes purple. Green is given yellow and blue which makes green. Red is given 1 red. Orange is given yellow and red which makes orange. Yellow is given 1 yellow.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
v5bi408y,mjmtlhqc2_7p2nvof4H,2,high_appeal,"The field yields a higher output when the blue plant has +1 blue nutrient, red plant has +1 blue nutrient and +2 red nutrients, green plant has +1 red nutrient, yellow plant has +1 yellow nutrient, bottom purple has +1 yellow nutrient and +1 red nutrient, middle orange has +1 yellow nutrient and +1 red nutrient, bottom left orange has +2 blue nutrients, bottom right has +2 yellow nutrients",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
rszqht3a,oghwt207z_7p2nvof4H,2,high_appeal,The field yields a higher output when you get as close to the other colours with only using one set of fert,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
feeakdcz,oghwt207z_7p2nvof4H,2,high_appeal,"The field yields a higher output when colours are matched. For instance, if the flower is  blue, I found that adding 1 or more blue would increase the output.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
wvxb6ojj,oghwt207z_7p2nvof4H,2,high_appeal,The field yields a higher output when you use colours that would not mix together to make the colour of the flower. IE don't use blue and yellow together on the green flower,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kst5nb1w,peio9rhh8_7p2nvof4H,2,high_appeal,"The field yields a higher output when you put a point in the colours that when mixed creates the colours of the flower. Example; blue flower = 1 blue point. Red flower = 1 red point. Purple flower = 1 blue + 1 red. Green flower = 1 yellow + 1 blue, etc.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unsmc5f4,peio9rhh8_7p2nvof4H,2,high_appeal,The field yields a higher output when you use colour theory to select the potions for the corresponding plant.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pqmjgkap,peio9rhh8_7p2nvof4H,2,high_appeal,"The field yields a higher output when mixing the colors together via color theory. IE the purple star flower needs blue and red mixed to make purple for maximum points. The total number of edges seems to have nothing to do with points, nor does the extra point left over from doing the puzzle.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
zjnkr4mj,suxnj0hys_7p2nvof4H,2,high_appeal,"The field yields a higher output when you mix the potions so that they make the intended colour in the drawing. For example, if it was blue, I would just select the blue potion, and if it was purple, I would select one red and one blue, to make purple.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bhagzhry,suxnj0hys_7p2nvof4H,2,high_appeal,"The field yields a higher output when you match the colour of the nutrients to the colours of the flowers, e.g. yellow + red = orange.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sgffpnv8,suxnj0hys_7p2nvof4H,2,high_appeal,The field yields a higher output when you match the flower colour mixed with the nutrients that create that colour.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
h5gj5ncc,3gaxclyyh_7p2nvof4H,3,high_appeal,The field yields a higher output when you match the colour of the solution to the colour of the plant. If there is no matching colour then you mix the 2 primary colours that make that secondary colour.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y0f5vw8p,3gaxclyyh_7p2nvof4H,3,high_appeal,The field yields a higher output when the options are selected at random,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cf9d0spz,3gaxclyyh_7p2nvof4H,3,high_appeal,The field yields a higher output when you copy the starting colour on the left. So if it's blue for example just select 1 blue. If its purple add 1 blue and 1 red. Shape doesn't seem to affect the overall values.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9070c1oz,5171koccj_7p2nvof4H,3,high_appeal,The field yields a higher output when you use blue potions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ir4jzs2y,5171koccj_7p2nvof4H,3,high_appeal,"The field yields a higher output when you mathc the colour to the shape for example blue and red = purple, red and yellow = orange, blue and yellow = green etc",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wku5pf0g,5171koccj_7p2nvof4H,3,high_appeal,"The field yields a higher output when you mix the colours to make the colour of the plant, e.g. blue + red for a purple plant, red and yellow for orange plant etc. You can leave the primary coloured plants plain to enable you to use more nutrients for mixing.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2ju4666f,9xzdo10lx_7p2nvof4H,3,high_appeal,"The field yields a higher output when you match up the colours. I found it best to use as many of the nutrients as needed, when I used all of them I found my score dropped. I started with this technique, tried a different one for a few trials in the middle but then returned to this technique for my final two trials and found it produced the best result. I tried a more random technique in the middle using less of the nutrients (usually one per plant).",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
s9eq7zdd,9xzdo10lx_7p2nvof4H,3,high_appeal,The field yields a higher output when you choose the vials that form the colour of the shape. This is quite a general rule though as I tried to work out whether randomly selecting or selecting colours due to the number of vertices had an impact and I couldn't see a very strong correlation of score with anything. I would say just select randomly.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
94m4u5hq,9xzdo10lx_7p2nvof4H,3,high_appeal,"The field yields a higher output when you match the nutrient colour to the colour which makes up the plant, e.g. blue nutrient for blue, red and yellow for orange etc. In the later stages this seems to change. I experimented with picking the 'wrong' nutrients to see if it was correct and I did manage to attain substantial points, however I could not particularly decipher the pattern in the later stages. I tried to see if the amount of a particular shape or colour present affected the nutrient requirement, in the later stages but again could not find it. I would reccomend initially matching nutrient requirements to the colour of the plant and overall maximising the nutrient availability as evenly as possible across 9 squares.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
s9yvngg5,cjhc3hy5j_7p2nvof4H,3,high_appeal,The field yields a higher output when you focus on the non-primary colors. Create the mixtures and where possible use multiple of a color for a combination. EG for orange do 2 yellow and 1 red. So take priority on the secondary colors.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pfcsvutz,cjhc3hy5j_7p2nvof4H,3,high_appeal,"The field yields a higher output when You create the correct colours used. I tried to make sure all the colours selected would create the colour of the flower. for example yellow square, one red potion. Green heart, One blue and one yellow potion. Purple Star, one Red and one Blue potion. Blue circle, one blue potion.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
x2qfp2jd,cjhc3hy5j_7p2nvof4H,3,high_appeal,"The field yields a higher output when you feed the plants with matching color e.g match the blue plants with one drop of blue nutrient each, red with one drop of red nutrients each, yellow with one drop of yellow nutrient each. The orange plant gets 2 drops of red nutrients, the purple plants gets 2 drop blue nutrients and the green plant also gets 2 drop of blue nutrients.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6i3snewm,dtxsgs3aj_7p2nvof4H,3,high_appeal,The field yields a higher output when nutrients are spread evenly between plants. Trying to match the middle colour to the nutrient colour e.g blue + yellow = green or red and blue = purple proved to further increase the yield.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
g5qvlim5,dtxsgs3aj_7p2nvof4H,3,high_appeal,"The field yields a higher output when you add the primary colos to give a secondary color, giving high rewards for the secondary color one have to maximize the element.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
yv2ayc7q,dtxsgs3aj_7p2nvof4H,3,high_appeal,The field yields a higher output when you match the flower colour mixed with the nutrients that can create the colour,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
i5aixc1r,fcb7bmvvh_7p2nvof4H,3,high_appeal,"The field yields a higher output when you go the opposite of what the colour is, or what can be combined to create the colour. As they said in the instructions there is an element of chance, but going against that advice gave me the highest returns (picking the colour based on what isn't that colour of the flower, or what can be combined the make that colour)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1nxh0lnc,fcb7bmvvh_7p2nvof4H,3,high_appeal,"The field yields a higher output when you use the colours that make up the shape colours (e.g. blue for blue and red & yellow for orange), feed the plants in order of the rainbow (e.g. red first, then yellow, etc) also chose the nutrients in order of the rainbow (e.g. chose red and then yellow nutrients when making orange).",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kw8y0jtc,fcb7bmvvh_7p2nvof4H,3,high_appeal,The field yields a higher output when one uses more yellow points than any other color. combining the blue and red gives high points but using yellow alone gives a higher score than the combination,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0xhu8j6t,mjmtlhqc2_7p2nvof4H,3,high_appeal,The field yields a higher output when you use blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1bngyrj3,mjmtlhqc2_7p2nvof4H,3,high_appeal,The field yields a higher output when You assign more droplets to yellow orange and apportionate the rest of the droplets between blue and yellow. Although it is very difficult to determine this. Good luck to you.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
h64qkg6z,mjmtlhqc2_7p2nvof4H,3,high_appeal,The field yields a higher output when following the formation shown on the left.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gbrmrphl,oghwt207z_7p2nvof4H,3,high_appeal,"The field yields a higher output when the colours you select mix together to make the colour of the flower. E.g., orange flower - choose red & yellow.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
iz2vwvjs,oghwt207z_7p2nvof4H,3,high_appeal,The field yields a higher output when you use the colours of nutrients to create the colour of the flower e.g. blue and red make purple,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
xy18gw44,oghwt207z_7p2nvof4H,3,high_appeal,The field yields a higher output when you include more red and a little bit higher number of blue than yellow.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
jgmi20fm,peio9rhh8_7p2nvof4H,3,high_appeal,"The field yields a higher output when you use colour theory. If a plant is green then you mix blue and yellow or if a plant is orange, mix red and yellow. Mixing colours seems to yield a higher output compared to plants where they already match a nutrient colour.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
b1ojbtyb,peio9rhh8_7p2nvof4H,3,high_appeal,The field yields a higher output when you assign multiple of the same colour. For example the blue has more than 1 blue nutrient,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
mhlchqpw,peio9rhh8_7p2nvof4H,3,high_appeal,"The field yields a higher output when you usw the idea for the colour wheel, for example mixing one yellow and one red to give you orange.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5e0sucwl,suxnj0hys_7p2nvof4H,3,high_appeal,The field yields a higher output when feed the feed with the colours of the nuitrients that can make the field colour,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l590m0tg,suxnj0hys_7p2nvof4H,3,high_appeal,The field yields a higher output when  I match colours with nutrients,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9oksb10k,suxnj0hys_7p2nvof4H,3,high_appeal,The field yields a higher output when the colour of the nutrients mixed together or alone match the colour of the flower,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
l5wso764,0m69p768o_i3oq5e6tH,3,high_appeal,The field yields a higher output when I use a mixture of nutrients attimes and also use specific  nutrient which is in line with the colour of the flower.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pmgweq7m,0m69p768o_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you use the colours that do not make up the plants colour. If the plant is blue select one each for yellow and red. If the plant is orange, select one for blue as yellow + red = orange so should not be selected.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19yea6th,0m69p768o_i3oq5e6tH,3,high_appeal,The field yields a higher output when  you mix the nutrient to match the plants colour.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tz1npyz7,5l89gi5b0_i3oq5e6tH,3,high_appeal,The field yields a higher output when you mix up the nutrients equally,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
q3kbw60r,5l89gi5b0_i3oq5e6tH,3,high_appeal,The field yields a higher output when you mix the colors to make the color of each plant.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9vw51opz,5l89gi5b0_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you mix all of the colours correctly. ie, purple is 1 blue and 1 red, blue is 1 blue and so on.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wbiy88nn,i4w5wfiqi_i3oq5e6tH,3,high_appeal,The field yields a higher output when you mix the primary colours. Prioritise the crops that are not primary colours,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
x4trksur,i4w5wfiqi_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you match the colours to the plant, so for blue 1 blue, purple will be 1 blue + 1 red,  green is 1 blue and 1 yellow, red is 1 red, orange is 1 yellow and 1 red, yellow is 1 yellow. Follow The solution I have done It will provide the max result.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
y3lzxwqi,i4w5wfiqi_i3oq5e6tH,3,high_appeal,The field yields a higher output when you mix the primary colours together to form the secondary colour. If you know a lot about colour theory you should be able to do it well!,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7ypk5bv1,psiqfoqqa_i3oq5e6tH,3,high_appeal,"The field yields a higher output when the colours of the nutrients match the colours of the flowers. Red, blue, and yellow should have two of the matching nutrient, and the other colours should have the colours which mix together to match (ie red+blue=purple)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
e688aece,psiqfoqqa_i3oq5e6tH,3,high_appeal,"The field yields a higher output when create the color in the flower by using two colors. for the primary colors (red, blue. yellow) choose the option that matches that color.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0enyxg23,psiqfoqqa_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you focus on purple and green, make sure each color on the field has a nutrient.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jj2i46ei,rlzyoiwkj_i3oq5e6tH,3,high_appeal,The field yields a higher output when you divide the potions equally. Do not let any empty plants.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ltx44n9s,rlzyoiwkj_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you make a solution that matches the colour of the plant. Red and yellow for orange, blue and yellow for green, red and blue for purple, and just use the primary colours on their own to match the primary coloured plants.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d51jinib,rlzyoiwkj_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you mix to colours together that make the colour shown on screen, for example for orange mix a yellow and red inorder to get that orange colour! purple blue and red etc",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tstzidx4,twv4tavfw_i3oq5e6tH,3,high_appeal,"The field yields a higher output when using a mixture of speed and color theory, matching the colors to what would produce them along with the speed in which you do so. There may also be a connection to the solid color flowers requiring more of the single nutrients than the other flowers that require a mixture.",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
13euhrn4,twv4tavfw_i3oq5e6tH,3,high_appeal,The field yields a higher output when  colour theory is used to its potential. I beleieve that when using the colour theory and leaving single colours alone it was more successful. Also when completeing the trials quicker i think it also made a difference to my score enhancing ti when i was quickest.,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
mv1qgs5f,twv4tavfw_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you stick with the correct colours. For an orange flower i used 1 yellow and 1 red, a purple i used 1 blue and 1 red and so on. For colours that dont need mixing i just stuck with the matching colours. This is when i recieved the most points. If i had one nutrient left over i tried giving it to the lightest colour (yellow) and it seemed to work well.",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3dn4beta,vrv867wu7_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you use less than 3 nutrents for each plant, and no more than one of each kind - they seem to favour red + yellow",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
6cge07xu,vrv867wu7_i3oq5e6tH,3,high_appeal,The field yields a higher output when yellow and red are the predominant colours,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
g0dz2esc,vrv867wu7_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you use the nutritent colours which make the colour in the plants, but mainly for red and yellow nutrients",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
cljy22mr,w0h9sbawo_i3oq5e6tH,3,high_appeal,The field yields a higher output when you dont miss the same colours on the filed also try not to use yellow on orange middle.,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mau3b3ao,w0h9sbawo_i3oq5e6tH,3,high_appeal,The field yields a higher output when you consider primary and secondary colors. This would help you drop required nutrients.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x1nopwqr,w0h9sbawo_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you randomize your neutrients allocation, i.e don't try to form out the colour combination for flowers with secondary colours, like knowing that red+yellow=orange may or maynot work,  and sometimes, a flower could just need the neutrient with just it's colour, trust your gut feeling, goodluck!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8opww5pw,w5wnt9d98_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you assign nutrient colours to plants that are not associated with the colour of the plant at all - e.g the blue plant yields more when it is given yellow and/or red nutrients, the green plant will yield more when only given red (as yellow and blue make green). The field yields higher output when the same number of nutrients are used in each row, e.g. 2 nutrients used on each plant in row one, 2 in row two, 1 in row three.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4gyaq68v,w5wnt9d98_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you add different colours to the flower colour, using the yellow colour more.",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
rji6pjik,w5wnt9d98_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you use 2 drops of nutrients that do not match the flower color (for blue and purple use yellow, for red use blue, blue for yellow, and so on).",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
iidlqlwu,z7ply7bzt_i3oq5e6tH,3,high_appeal,"The field yields a higher output when you match the nutrient with the colour of the plant. blue plant add blue nutrient, green plant blue plus yellow. Above all it is a game of chance. Goodluck",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
riqgx91u,z7ply7bzt_i3oq5e6tH,3,high_appeal,The field yields a higher output when the colours are treated as paints. Try to add the nutrient colour that will enhance the flower colour.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xkfqu3tb,z7ply7bzt_i3oq5e6tH,3,high_appeal,The field yields a higher output when you mix colours together to match the plant colour.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
o4yimjbo,0m69p768o_i3oq5e6tH,4,high_appeal,"The field yields a higher output when you use opposite colours than would usually be used. e.g. for orange select blue, because red and yellow makes blue, or for red select blue and yellow. this was the advice i was given previous and it worked out fairly well.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0kmqsafo,0m69p768o_i3oq5e6tH,4,high_appeal,The field yields a higher output when nutrients are mixed to make colour but it is also random - add a few random mixtures in.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
obymbkxf,0m69p768o_i3oq5e6tH,4,high_appeal,The field yields a higher output when you use a diverse amount of colours. Using a lot of colours doesn't always give a higher reward so be sure to choose and guess carefully.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5nvoiqlt,5l89gi5b0_i3oq5e6tH,4,high_appeal,The field yields a higher output when you mix the colors to be the same with the color of each plant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uztdchy0,5l89gi5b0_i3oq5e6tH,4,high_appeal,The field yields a higher output when you mix colours to make the flower colour but dont over saturate,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0gve8up1,5l89gi5b0_i3oq5e6tH,4,high_appeal,"The field yields a higher output when you correctly mix the colours to match the colour of the plant. For example, to make orange mix 1 yellow and 1 red.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
luhivgde,i4w5wfiqi_i3oq5e6tH,4,high_appeal,The field yields a higher output when you mix primary colours together,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wmhey9iv,i4w5wfiqi_i3oq5e6tH,4,high_appeal,"The field yields a higher output when you spread your focus on colors. I tried focussing on one secondary color such as green, but this gave me consistently worse results.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ksbd7utm,i4w5wfiqi_i3oq5e6tH,4,high_appeal,The field yields a higher output when you mix the primary colours equal to get the secondary colour.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trhqnla4,psiqfoqqa_i3oq5e6tH,4,high_appeal,"The field yields a higher output when the colour of the flower is present in the potion, combine primary colours for the mixed ones (purple/orange,green) keep others simple",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dqf24ap9,psiqfoqqa_i3oq5e6tH,4,high_appeal,The field yields a higher output when by using two nutrients on each field.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jwg7ad18,psiqfoqqa_i3oq5e6tH,4,high_appeal,The field yields a higher output when you use the two primary colored nutrients to make that color plant i.e yellow + blue = green,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2ytwhihp,rlzyoiwkj_i3oq5e6tH,4,high_appeal,"The field yields a higher output when you match the nutrient colors to the inner core color. (Red + Yellow = Orange) (Blue = Blue) etc, but I think you could get an even better result if you doubled up the primary colors and rotated as you went through the rounds to not waste nutrients. (6 rounds, 3 primary color squares)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
ryhr4r6t,rlzyoiwkj_i3oq5e6tH,4,high_appeal,"The field yields a higher output when you mix two secondary colors to get the ""one primary plant color"", if plant is primary, select just the primary color nutrient. Try and and fill just one plant with all the nutrient.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27vjgzrf,rlzyoiwkj_i3oq5e6tH,4,high_appeal,"The field yields a higher output when you make a solutions that matches the colour of the given plant. colour combinations really do matters, knowing the primary and the secondary colours. Also do not let any plants to be empty.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
qqnfdc1q,twv4tavfw_i3oq5e6tH,4,high_appeal,"The field yields a higher output when the colour of the selected nutrient matches the plant. for example, mixing blue and red for purple, or just selecting blue for the blue plant. I have found this is the best for maximising points.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kj30tcri,twv4tavfw_i3oq5e6tH,4,high_appeal,The field yields a higher output when you try mixing the colors up at different rounds. I tried finding out the best color nutrient for each round. Each portion has its own point and for that reason I had to experiment on them to bring out the most point.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
qhhremb2,twv4tavfw_i3oq5e6tH,4,high_appeal,"The field yields a higher output when I matched one nutrient to the matching colour eg. one nutrient of blue against the blue flower. For the others I mixed, blue and red to give you orange. Red and blue to give you purple. Mixed yellow and blue to give you green. I used 15 out of 16 nutrients available and couldn't find the optimol solution for the extra nutrient. Good luck!",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
soxauu3w,vrv867wu7_i3oq5e6tH,4,high_appeal,"The field yields a higher output when you select red and yellow, and use two nutrients per flower. So for example I used 2 reds on one field and the next field 2 yellows and you can variate, but found out two nutrients of the same colour are more effective on one field.",0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
c566t38o,vrv867wu7_i3oq5e6tH,4,high_appeal,"The field yields a higher output when the colour of the nutrients that make up the flower colour are used or the colour of the flower itself, especially the yrllow and red combinations.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wovmnmmx,vrv867wu7_i3oq5e6tH,4,high_appeal,"The field yields a higher output when you use 2 nutrients for most, favouring red and yellow. Generally, don't use multiple of the same nutrient.",0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
d7oxloxh,w0h9sbawo_i3oq5e6tH,4,high_appeal,The field yields a higher output when you consider which make up of primary colours will make the secondary colour (eg. red+blue=purple). You will sometimes have one left over - add this to a primary colour (eg. yellow +2).,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sa9sb81v,w0h9sbawo_i3oq5e6tH,4,high_appeal,"The field yields a higher output when you mostly stick to matching the same colour or mixing colours to produce the colour in the plant. For example, match blue with blue or match blue and red to purple. However I did not find it to be fully consistent so for flowers where there are more than one option present, such as orange and purple, I varied my selction to attempt to find the best solution. For example for one orange plant I chose Yellow and Red which form orange but I varied the colours selection on the other orange ones, using blue and yellow on some. Good luck!",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
