participant_code,consent,generation,session_code,session_label,treatment_appeal,example_color,chain_code,selected_feedback_index,selected_feedback_message,selected_feedback_grid_state,selected_feedback_author,feedback_message,feedback_grid_state,birthyear,gender,period,revenue,cost,points,plants_treated,grid_state,period_in_chain,num_plants_fed,selected_feedback_grid_state_flatten,grid_state_flatten,feedback_grid_state_flatten
uj8nbt2o,1,1,a03k1zfq,ha1g1,high_appeal,yellow,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when blue is used,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}]]",1989,Male,6,622,32,590,8,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}]]",6,8,NA,200-200-200-200-200-200-200-200-000,200-200-200-200-200-200-200-200-000
5kwdrmqf,1,1,a03k1zfq,ha1g1,high_appeal,yellow,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you use colour theory equally?? i don't know,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",2003,Female,1,804,98,706,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1,9,NA,100-101-110-001-011-010-011-101-011,100-101-110-001-011-020-011-101-011
5kwdrmqf,1,1,a03k1zfq,ha1g1,high_appeal,yellow,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you use colour theory equally?? i don't know,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",2003,Female,2,442,80,362,6,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",2,6,NA,000-101-110-000-011-000-011-101-011,100-101-110-001-011-020-011-101-011
5kwdrmqf,1,1,a03k1zfq,ha1g1,high_appeal,yellow,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you use colour theory equally?? i don't know,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",2003,Female,3,613,92,521,8,"[[{""blue"":3,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",3,8,NA,300-101-110-000-011-010-011-101-011,100-101-110-001-011-020-011-101-011
5kwdrmqf,1,1,a03k1zfq,ha1g1,high_appeal,yellow,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you use colour theory equally?? i don't know,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",2003,Female,4,702,108,594,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",4,9,NA,100-101-110-002-011-010-011-101-011,100-101-110-001-011-020-011-101-011
5kwdrmqf,1,1,a03k1zfq,ha1g1,high_appeal,yellow,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you use colour theory equally?? i don't know,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",2003,Female,5,632,92,540,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",5,9,NA,100-101-110-001-011-010-001-101-011,100-101-110-001-011-020-011-101-011
5kwdrmqf,1,1,a03k1zfq,ha1g1,high_appeal,yellow,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you use colour theory equally?? i don't know,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",2003,Female,6,700,104,596,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",6,9,NA,100-101-110-001-011-020-011-101-011,100-101-110-001-011-020-011-101-011
wnfm7bqr,1,1,a03k1zfq,ha1g1,high_appeal,blue,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,"The field yields a higher output when the colour or combination of the dropper colours closely match the color of the shapes. So for example the blue and yellow make a green which matches the heart shape while the blue and red make a purple colour which matches the star and so on. The blue circle, red triangle and yellow square just correlate directly with one of the dropper colours. My lowest score came when I tried just feeding the colours of the droppers that match directly with a shape, so all 16 nutrients divided between the blue, red and yellow shapes and then I put the extra four on another shape but that gave an extremely low score so I would recommend giving nutrients to all 9 but you could play around with giving extra to the shapes that directly match a nutrient colour. Good luck.","[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1990,Male,1,930,100,830,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1,9,NA,200-101-110-001-011-010-011-101-011,200-101-110-001-011-010-011-101-011
wnfm7bqr,1,1,a03k1zfq,ha1g1,high_appeal,blue,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,"The field yields a higher output when the colour or combination of the dropper colours closely match the color of the shapes. So for example the blue and yellow make a green which matches the heart shape while the blue and red make a purple colour which matches the star and so on. The blue circle, red triangle and yellow square just correlate directly with one of the dropper colours. My lowest score came when I tried just feeding the colours of the droppers that match directly with a shape, so all 16 nutrients divided between the blue, red and yellow shapes and then I put the extra four on another shape but that gave an extremely low score so I would recommend giving nutrients to all 9 but you could play around with giving extra to the shapes that directly match a nutrient colour. Good luck.","[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1990,Male,2,731,88,643,9,"[[{""blue"":3,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":0}]]",2,9,NA,300-101-110-002-010-020-010-101-010,200-101-110-001-011-010-011-101-011
wnfm7bqr,1,1,a03k1zfq,ha1g1,high_appeal,blue,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,"The field yields a higher output when the colour or combination of the dropper colours closely match the color of the shapes. So for example the blue and yellow make a green which matches the heart shape while the blue and red make a purple colour which matches the star and so on. The blue circle, red triangle and yellow square just correlate directly with one of the dropper colours. My lowest score came when I tried just feeding the colours of the droppers that match directly with a shape, so all 16 nutrients divided between the blue, red and yellow shapes and then I put the extra four on another shape but that gave an extremely low score so I would recommend giving nutrients to all 9 but you could play around with giving extra to the shapes that directly match a nutrient colour. Good luck.","[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1990,Male,3,715,104,611,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",3,9,NA,100-101-110-001-011-020-011-101-011,200-101-110-001-011-010-011-101-011
wnfm7bqr,1,1,a03k1zfq,ha1g1,high_appeal,blue,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,"The field yields a higher output when the colour or combination of the dropper colours closely match the color of the shapes. So for example the blue and yellow make a green which matches the heart shape while the blue and red make a purple colour which matches the star and so on. The blue circle, red triangle and yellow square just correlate directly with one of the dropper colours. My lowest score came when I tried just feeding the colours of the droppers that match directly with a shape, so all 16 nutrients divided between the blue, red and yellow shapes and then I put the extra four on another shape but that gave an extremely low score so I would recommend giving nutrients to all 9 but you could play around with giving extra to the shapes that directly match a nutrient colour. Good luck.","[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1990,Male,4,943,100,843,9,"[[{""blue"":3,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":3,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":1}]]",4,9,NA,300-101-100-002-001-030-001-101-001,200-101-110-001-011-010-011-101-011
wnfm7bqr,1,1,a03k1zfq,ha1g1,high_appeal,blue,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,"The field yields a higher output when the colour or combination of the dropper colours closely match the color of the shapes. So for example the blue and yellow make a green which matches the heart shape while the blue and red make a purple colour which matches the star and so on. The blue circle, red triangle and yellow square just correlate directly with one of the dropper colours. My lowest score came when I tried just feeding the colours of the droppers that match directly with a shape, so all 16 nutrients divided between the blue, red and yellow shapes and then I put the extra four on another shape but that gave an extremely low score so I would recommend giving nutrients to all 9 but you could play around with giving extra to the shapes that directly match a nutrient colour. Good luck.","[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1990,Male,5,442,96,346,4,"[[{""blue"":4,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":4},{""blue"":0,""yellow"":4,""red"":0},{""blue"":0,""yellow"":4,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}]]",5,4,NA,400-000-000-004-040-040-000-000-000,200-101-110-001-011-010-011-101-011
wnfm7bqr,1,1,a03k1zfq,ha1g1,high_appeal,blue,uj85kwwnf_a03k1zfqH,NA,NA,NA,NA,"The field yields a higher output when the colour or combination of the dropper colours closely match the color of the shapes. So for example the blue and yellow make a green which matches the heart shape while the blue and red make a purple colour which matches the star and so on. The blue circle, red triangle and yellow square just correlate directly with one of the dropper colours. My lowest score came when I tried just feeding the colours of the droppers that match directly with a shape, so all 16 nutrients divided between the blue, red and yellow shapes and then I put the extra four on another shape but that gave an extremely low score so I would recommend giving nutrients to all 9 but you could play around with giving extra to the shapes that directly match a nutrient colour. Good luck.","[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1990,Male,6,958,100,858,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",6,9,NA,200-101-110-001-011-010-011-101-011,200-101-110-001-011-010-011-101-011
x2bforsb,1,1,a03k1zfq,ha1g1,high_appeal,blue,vyxd3lx2b_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you spread the dosage to as many of them as possible.,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}]]",1991,Male,1,562,116,446,7,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":5},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":0,""red"":0}]]",1,7,NA,100-101-110-005-011-000-011-101-000,200-020-002-200-020-002-200-010-010
x2bforsb,1,1,a03k1zfq,ha1g1,high_appeal,blue,vyxd3lx2b_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you spread the dosage to as many of them as possible.,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}]]",1991,Male,2,670,80,590,7,"[[{""blue"":5,""yellow"":0,""red"":0},{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":3,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}]]",2,7,NA,500-200-002-001-030-000-011-100-000,200-020-002-200-020-002-200-010-010
x2bforsb,1,1,a03k1zfq,ha1g1,high_appeal,blue,vyxd3lx2b_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you spread the dosage to as many of them as possible.,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}]]",1991,Male,3,390,108,282,5,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":2,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":2},{""blue"":0,""yellow"":5,""red"":0}],[{""blue"":0,""yellow"":0,""red"":2},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":1}]]",3,5,NA,000-000-220-000-022-050-002-000-001,200-020-002-200-020-002-200-010-010
x2bforsb,1,1,a03k1zfq,ha1g1,high_appeal,blue,vyxd3lx2b_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you spread the dosage to as many of them as possible.,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}]]",1991,Male,4,653,100,553,7,"[[{""blue"":3,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":3},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":2,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}]]",4,7,NA,300-101-110-003-011-020-011-000-000,200-020-002-200-020-002-200-010-010
x2bforsb,1,1,a03k1zfq,ha1g1,high_appeal,blue,vyxd3lx2b_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you spread the dosage to as many of them as possible.,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}]]",1991,Male,5,258,96,162,2,"[[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":9,""red"":0}],[{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":0,""red"":0},{""blue"":0,""yellow"":7,""red"":0}]]",5,2,NA,000-000-000-000-000-090-000-000-070,200-020-002-200-020-002-200-010-010
x2bforsb,1,1,a03k1zfq,ha1g1,high_appeal,blue,vyxd3lx2b_a03k1zfqH,NA,NA,NA,NA,The field yields a higher output when you spread the dosage to as many of them as possible.,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}]]",1991,Male,6,694,88,606,9,"[[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":2,""red"":0},{""blue"":0,""yellow"":0,""red"":2}],[{""blue"":2,""yellow"":0,""red"":0},{""blue"":0,""yellow"":1,""red"":0},{""blue"":0,""yellow"":1,""red"":0}]]",6,9,NA,200-020-002-200-020-002-200-010-010,200-020-002-200-020-002-200-010-010
d3l4ls3u,1,1,a03k1zfq,ha1g1,high_appeal,yellow,vyxd3lx2b_a03k1zfqH,NA,NA,NA,NA,"The field yields a higher output when you match the colours of the flowers, mix blue and red to make purple, and red and yellow for orange etc. You can also double up on blue for the blue flower, yellow for yellow etc!","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1993,Female,1,647,98,549,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1,9,NA,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
d3l4ls3u,1,1,a03k1zfq,ha1g1,high_appeal,yellow,vyxd3lx2b_a03k1zfqH,NA,NA,NA,NA,"The field yields a higher output when you match the colours of the flowers, mix blue and red to make purple, and red and yellow for orange etc. You can also double up on blue for the blue flower, yellow for yellow etc!","[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",1993,Female,2,906,98,808,9,"[[{""blue"":1,""yellow"":0,""red"":0},{""blue"":1,""yellow"":0,""red"":1},{""blue"":1,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1},{""blue"":0,""yellow"":1,""red"":0}],[{""blue"":0,""yellow"":1,""red"":1},{""blue"":1,""yellow"":0,""red"":1},{""blue"":0,""yellow"":1,""red"":1}]]",2,9,NA,100-101-110-001-011-010-011-101-011,100-101-110-001-011-010-011-101-011
